A,B,C,D,E,F
0.8557723332141656,0.204250223739038,0.26285695566481426,0.6914909433110424,0.07811286460372613,0.3740474067813754
0.5319271019556585,0.6482852075228617,0.4943892767714708,0.990792149300534,0.7110587560424074,0.5562453711027325
0.11745643219081492,0.9985837388253811,0.7795683953649831,0.47381577869744895,0.7580054596906626,0.5412069813777305
0.08239475249042039,0.20480539992285252,0.5204232194210596,0.20891114067234406,0.05553907865464469,0.22966383881646546
0.7634202112647203,0.013849341841266516,0.9580009282275675,0.1960899772292254,0.24785897891565112,0.05754933772427051
0.4576473757983347,0.9364984998696456,0.6634682375564622,0.020319638023161612,0.7867359414238131,0.29291387822950765
0.17847891959335804,0.039962369875304216,0.31523519826414925,0.14154873322122308,0.7594358284458042,0.16100218548543976
0.2496761586846632,0.3968601073710931,0.623727048865615,0.17117697548581534,0.6885586571899839,0.5852051540000621
0.17381830374885576,0.7808763606964806,0.9655011320751363,0.20802099933854135,0.5225122131114717,0.307825134664785
0.028324092414370727,0.1762585088890074,0.17261634010448434,0.9618941856800792,0.10167129915905826,0.7632633612011677
0.5227422052080081,0.04132299433871611,0.5514868321996893,0.909471734938553,0.10419183766221518,0.2756547917260529
0.3157254725744577,0.9870375854665683,0.09701461513101295,0.7971653625473971,0.7312298639381187,0.20603790843593595
0.05220589003643128,0.024284426013722826,0.39811095939217,0.30169794030154473,0.9658373131570087,0.6608741130800065
0.13897677859818225,0.8573230147339692,0.31989920361375923,0.8640344214373414,0.5435682248905858,0.799026026630021
0.1854636900089639,0.310476084426469,0.04770969101097888,0.10180395731019798,0.6378697810674787,0.08920088893198375
0.3383795659110289,0.3776658524052121,0.3093713590399805,0.738770253512481,0.039046386287588164,0.38278423559047114
0.29329744734762697,0.5374974591758269,0.09119270659451584,0.15374736929087807,0.28374958910646464,0.32909701999724816
0.9780338912551898,0.9547073755964663,0.27060646617697237,0.0337747620322163,0.5267254533884606,0.38801204767341124
0.11506938756640417,0.3687747471340973,0.6602093851645839,0.2537613474725584,0.3331643633923942,0.7091431600650118
0.9543450359326333,0.09507762613319759,0.5938936853225673,0.2510617759204018,0.8475160547623625,0.9849416651597194
0.8574851500772626,0.829862861218718,0.0002781353265741693,0.3999818323510953,0.061268011914848985,0.3062404323643282
0.3566437817767485,0.44680134965174645,0.4377793484574626,0.8374177251221924,0.719441075237911,0.8300572610536046
0.5339646127060216,0.8820259827934384,0.13349317847705444,0.8446650704659489,0.40820513085156607,0.5755914530817342
0.30031256864459543,0.27388790756242287,0.14935841649669912,0.7191639002923299,0.8106461039364539,0.843172260466911
0.028875195491506855,0.749645859847735,0.4620627267683638,0.23132558496371125,0.9770945738623719,0.48642145602368436
0.14908941058526937,0.9172824240805841,0.6847017924139286,0.37625502236702,0.5473185386222925,0.01327189707343357
0.10549033901209004,0.2592282069553987,0.7727364683142397,0.19476794951431076,0.8489954685730644,0.0961425874079278
0.9442039939232005,0.8144052589258595,0.6086983552599871,0.4211870929905773,0.5928474242277575,0.06318736421501969
0.15662473250797526,0.4851077618815022,0.7330224021795815,0.9474854512981887,0.8916759446634935,0.404508523065645
0.8071686835327584,0.6814421459799765,0.5795840393025515,0.482973959787384,0.42900385503487926,0.9307574240975645
0.17908990513643464,0.09124227695457188,0.3005568607412413,0.5202998405964212,0.3179054648569086,0.8288306980144184
0.9855042002116,0.028649600047253365,0.3398775325213035,0.24567000179835607,0.4059567199198484,0.6531872022186924
0.9834486915206301,0.4314039473809357,0.3330204051738159,0.7534044900181351,0.7796534907435196,0.28443458589437964
0.5305966580117756,0.47354664605452834,0.5225004747382211,0.4966166722252351,0.7891892813480959,0.7050644022633997
0.5151585793388733,0.6279380896128429,0.286911793078218,0.563094300568478,0.8664155664527348,0.3967242411253128
0.07811584828566787,0.6549677420202655,0.01115606031535854,0.8862533293658491,0.8318013603160396,0.4281479406376695
0.025473104036539462,0.32662852211991444,0.09112772514454892,0.285803293723655,0.5117256946132938,0.30760718021295763
0.6971157641743614,0.4709938172276986,0.6031404101778348,0.3952492634295013,0.7849333025039601,0.8931307324915175
0.36484691824831206,0.41658951770099795,0.379509951069652,0.30290799557213255,0.8517576887519834,0.5005497632111586
0.2959300594080787,0.4604804418035089,0.44861548226252645,0.845852891180687,0.45781444873255017,0.17608956656357355
0.09348152025049217,0.18846323873757465,0.24995197535879743,0.4682419248822146,0.01848700196603803,0.17430922398613957
0.556375345228232,0.020390583905576243,0.8785240412241759,0.748710256912085,0.2099890789183193,0.8733540300516471
0.44225403764558213,0.6773457166240879,0.3754604368752089,0.5290584562219383,0.33422187040170115,0.27798173469390397
0.6825100951572928,0.5568308114012773,0.13453704872185668,0.19457227131859234,0.16937653965167143,0.9569504364405879
0.7468771300068267,0.6480540232831212,0.5018607418006673,0.23558314702490557,0.7207036702479245,0.4921361196126287
0.5658851303883633,0.9061695590130074,0.03831867115527132,0.7986304031285831,0.6691339276539983,0.5069635794924828
0.9249458156202461,0.3232197486271321,0.29396084365814645,0.65981490238385,0.8801444044184417,0.7564309577243546
0.4482168799556562,0.4054370289664315,0.5544262387016243,0.28063904674813345,0.17007040021266806,0.5211976090147434
0.20626261970527304,0.07651971802138502,0.2989897100901848,0.8778835816530189,0.8634817951245911,0.3742706842861737
0.8205452312664416,0.2774546129224521,0.6482724049212761,0.2483431804197197,0.1934545123623439,0.8952409340935251
0.5159321033750476,0.16614158241685217,0.8378616652841034,0.6043213543236169,0.7820876577786539,0.6284052584088943
0.05272095173863667,0.9491026901826611,0.3761253597812665,0.08959637316607871,0.3984663718631418,0.08752037246546251
0.7982610103176759,0.8605882439181503,0.7942337264587865,0.5927138592892204,0.25255712082613724,0.08214346034524789
0.9388587968380571,0.7628054404744081,0.9257133010391351,0.8389957000620065,0.5881806712858275,0.7627712476180083
0.9525633661140185,0.8660155658528625,0.9889462174834102,0.36248300457234983,0.9301895777324822,0.5119401488004703
0.4769564231510983,0.17183976089969022,0.8993604093080706,0.7541304475122989,0.8582034362783248,0.6049778244267016
0.12213268495820662,0.6426222237416761,0.8431068450845398,0.7385613674485273,0.020010222616320572,0.1648403186356795
0.2759099903823502,0.0009189259281484619,0.6984030887040298,0.5687938858151205,0.3223013312292009,0.33121944003161574
0.8479049480432388,0.29526638187425036,0.9541090306191475,0.38847462938436295,0.6058658872138276,0.9442498454855529
0.8318850893471829,0.767824999330026,0.577349022992072,0.38026407024173114,0.40504395755665357,0.3086447335480157
0.5323220243770449,0.5499169400582656,0.484119723933203,0.23197739839022335,0.3807306534661882,0.7094361743940706
0.8901898943555338,0.24306103497979026,0.7482621229884622,0.12563547256745689,0.5331594470696315,0.7709076972063897
0.33598074354260465,0.8038681729185528,0.7282502585675611,0.5446783044564693,0.09566627290725216,0.18373566432513977
0.000714890317421446,0.8526990554890352,0.33514800213746454,0.9940683059706432,0.7277832862903608,0.6765133650738357
0.8866229165615063,0.4925263993038528,0.584515681724033,0.7691029584196942,0.512769629304627,0.6640505032142473
0.05145483892170066,0.732139033236723,0.2960958904722476,0.91074441612793,0.26294638093548406,0.4997970964274976
0.0351580041970434,0.8551327559614861,0.19279106017132686,0.9629850219151579,0.7963870266889121,0.0775507600017955
0.9508830729128199,0.27702560115171415,0.28487971707038817,0.605652560129533,0.4702786449567381,0.9599864576077143
0.5977064261576222,0.9676524090126355,0.07967864160593974,0.9336619378058035,0.3713799426471388,0.15353037916605816
0.9157859747998237,0.028373831565678742,0.4770438377447904,0.6748136697949502,0.3665271684745781,0.17264851515681245
0.34402120153713966,0.1288826428967823,0.08653523377298245,0.010697354204173837,0.39614557448049303,0.5323852136391902
0.07636067647747347,0.24989654862879007,0.7494465981223243,0.06242384459739536,0.847482661361035,0.6707244063975807
0.7516969179810612,0.8620128488881187,0.8531852120278107,0.21803601694706376,0.40866948227847166,0.9157425363193604
0.8916398789044693,0.39038321202994286,0.27809190471459744,0.6145908042133675,0.9202250737837375,0.8383540145619502
0.46240599754838063,0.3227638051980031,0.39028485468410157,0.645873588183501,0.2793893072083774,0.8081142511814299
0.01394845808495726,0.8356053294988176,0.6746868499992782,0.27721867746554985,0.2892381434117104,0.9230974788713622
0.8878864871624907,0.2256837197415862,0.1957310582573727,0.6197136637972577,0.2095277183368749,0.23638164498836933
0.09653970687534752,0.9382824281524429,0.07420287999904451,0.5171986995736974,0.32306724210095505,0.7428140875080267
0.6745584106496395,0.21765395878247573,0.8354876343763239,0.006878172811177197,0.04711612833498113,0.41455356266694965
0.5329511647485159,0.6964523682758957,0.7908457347853478,0.2961747444438867,0.39494761249990396,0.023819428589921476
0.25738676885009715,0.715136691758071,0.32380600551909966,0.4505479831748723,0.29530845037171805,0.16581130684841883
0.22212049059324313,0.3200629382638175,0.3507260089973868,0.9684753673747797,0.02820379833679687,0.4742620346426273
0.7535391627962291,0.14225529891428845,0.7664804693940669,0.9918073567978632,0.17101653347479562,0.6803844047388954
0.18365809688913237,0.01548029551243324,0.9027082443066606,0.2054577358942823,0.29653610111381323,0.761742770458019
0.7120753030526817,0.6600630591576274,0.9674601113188779,0.8590597223720678,0.3391184579641062,0.5118967832132479
0.2889753446695391,0.8631355682526307,0.4303785154680936,0.10530582812551181,0.7296135943868475,0.9694112281514823
0.8867363413985817,0.5218527137075178,0.5701788204473243,0.46012463714799123,0.9075814118006036,0.6567828149881063
0.9847140915627619,0.014025458084451103,0.5828212107367852,0.8292355515111016,0.40021722735493626,0.8674893939069871
0.030285375325322383,0.423524952693871,0.8097864599375356,0.9505888334177234,0.6214372118563872,0.32823658551767276
0.01866601766808218,0.21547038174362443,0.03183891858984855,0.8606382780635566,0.7426207865727621,0.5345658731526093
0.34785445476686616,0.27748432237267706,0.30304477724815815,0.3218585060342197,0.4374714497515674,0.9735940175484985
0.7985557642653205,0.3686736609115888,0.8123410759665058,0.8671364629229616,0.47345044503416245,0.9229958945199448
0.1267892682729177,0.36681710875679596,0.7487028764328814,0.7368605529525697,0.8639289240534919,0.6041950170065846
0.6634367700220646,0.021377035482777362,0.6910855278577457,0.9241396248849328,0.9344239756689269,0.4215147568915497
0.32022781394170274,0.15664416590498076,0.7711605090765957,0.14249013247959275,0.36317728399856153,0.6386952659901031
0.02747035944400178,0.36732841478962197,0.8481225117577353,0.4019924095591183,0.08548149607185318,0.5467406621284121
0.4566911269693613,0.4202499749266111,0.3531539362260707,0.33581486619268175,0.1351325925448078,0.8342313156084005
0.9890435550208585,0.30707372326784876,0.35914308401302564,0.9841579312852661,0.8119084348529249,0.39906570329742985
0.4940138589501779,0.912355292233008,0.2539974698450377,0.8622745268829776,0.8391377847352948,0.9236013846711673
0.45634299845723547,0.48994308606247183,0.05312702522780266,0.2627600472468451,0.8881992321251694,0.6681281089468318
0.19639760572358966,0.21709148036464332,0.07459183874804098,0.533915671079577,0.11157773651105729,0.6525858711812905
0.9655485668903001,0.9516278549300553,0.7534680619090267,0.005319369514447114,0.5874292583076439,0.1776015108060267
0.04858548909589744,0.6912741034840705,0.4067114055179508,0.5038197483119399,0.040460119834057506,0.9692847257490098
0.05712379804266143,0.9592189989406718,0.8170629372228317,0.1911758856975757,0.5086844070386894,0.45345627940523103
0.8568810641010934,0.46383899492242553,0.1342188331426447,0.4859604205920024,0.20598151791041774,0.44779033513150046
0.20302415008075092,0.6087658471933977,0.2149507880928745,0.13439323288096927,0.540000741682408,0.910845809655456
0.33274840388228255,0.43453888201005764,0.5781686451125637,0.14990577189416054,0.8025335073069088,0.1023471679705995
0.4223902346405136,0.005895196498054811,0.4206834412529863,0.1218955954462635,0.06377645055354386,0.8981723071588242
0.5136144614495713,0.9840992774105024,0.07102546829049916,0.9195336659372401,0.6636557366715934,0.6724316085027199
0.6622592818750186,0.67692534579389,0.3818803412450287,0.8930845271974441,0.005064157409751191,0.46657405981203304
0.4441919762765889,0.9228859152301101,0.22891249488920584,0.19487047756306053,0.15382268500658935,0.9496910746670901
0.18632283330526633,0.7112276504981521,0.833851495638603,0.2723567209354698,0.703103682087519,0.7983937536658173
0.27514347823369767,0.6738487449294998,0.20433287546790657,0.830583637344748,0.14205212091913122,0.6144961228395591
0.2800981540321573,0.6157711092689576,0.7192242132765231,0.43481189148086197,0.9891829501609388,0.001120358551371159
0.16079552397004093,0.14054688093522427,0.11218492181384254,0.15581238285111543,0.8536937744840143,0.19933879449555425
0.6333618287623503,0.9416603683214256,0.7057605796249157,0.033134102075283556,0.4807981466020058,0.2680542266772632
0.4456147146350429,0.7976032505756998,0.5965840278946083,0.18949995574818546,0.3631617037962568,0.5050671769439812
0.5980416927264526,0.8229063031108451,0.5841656053936769,0.282452560207926,0.644948812613429,0.8023452994975033
0.0517821732175715,0.8349792377419563,0.6030543316166773,0.03766395447477189,0.058565879449835156,0.06903741436512278
0.4583530179618872,0.2577296657599022,0.09372325115647906,0.9623874578242683,0.3493871399938059,0.7488712160782287
0.11612759282265839,0.679928333734477,0.8810826957604597,0.487332941188079,0.5223326493074935,0.5929565948273366
0.9192180011562807,0.12223473539651286,0.6370331775057423,0.268402570861346,0.1701023007052177,0.32053720803793473
0.5546643858412991,0.7837781210768017,0.28614944328625436,0.2482014865398815,0.15838421684330117,0.19322816519275376
0.7973431831551526,0.27127906480539943,0.9144224571261699,0.37922162976030716,0.3454812314444161,0.559012271863648
0.9780550529034752,0.15826906566915344,0.4782127592301266,0.042403360836486104,0.61248433289234,0.9501988980712343
0.26230046755886716,0.28001239182976156,0.2937260429909303,0.9252753510166961,0.6397652614067632,0.8911985599746924
0.6796507981960292,0.3873999488144283,0.036626059898685726,0.967132798134451,0.1539685390316824,0.6978255875460249
0.8918128251417781,0.6209632613242348,0.5814935616545555,0.34421843454803736,0.6859757744159344,0.6144995897383493
0.06433499141857968,0.9538579530401063,0.7256846124588288,0.4958120643663132,0.4967660862569774,0.028864686324658106
0.8838045833530281,0.8462064777268268,0.9131845854296771,0.11116793732927932,0.5378001658092697,0.18132797054062877
0.9688560437551819,0.0868347315646022,0.03317714581710285,0.08103407486833714,0.30230042748570185,0.5106805257721213
0.010666833893602012,0.3243440389430978,0.35069857512423097,0.5659297464017213,0.5587137984273264,0.006025313138466437
0.9727883271182278,0.2193056877404419,0.6261643563757937,0.33287939163483016,0.8173324658601056,0.9891984196144827
0.15850612145553955,0.10545780956652628,0.6040691691658929,0.9965918003215919,0.7697855776863638,0.27189394332496397
0.5284021234759811,0.21433044627179432,0.4206350542458165,0.17502679302354318,0.2814489705214397,0.8236265452360575
0.0074203167178998886,0.6406582826307093,0.11039229891334867,0.22679377241911558,0.8886492518180646,0.7519242201375246
0.3157298094089346,0.32618094667061515,0.29578308502805983,0.740463001645903,0.9159511528154679,0.6316684976635367
0.6218922875152821,0.6325034603436593,0.8196381350452143,0.1620094449662003,0.12698403580947792,0.9363156668451245
0.7479632301724998,0.49727151616435417,0.8337452053978066,0.5925135235677672,0.5585999221032036,0.6087035434744195
0.2017402312256258,0.7085970233643732,0.5699259006624551,0.3203822579724305,0.43083656913691926,0.1378865196726502
0.7433764421030196,0.8450745574903106,0.330039043557122,0.5418999651750704,0.8813381030586779,0.7188509901716587
0.9480583074412335,0.10202665443287628,0.9744921665354499,0.9262983836275757,0.9724439672940395,0.1348117916633531
0.8591953843452612,0.9410577733548916,0.7368777108252366,0.8397361499701684,0.9847238133662992,0.5124743932591018
0.8246970944148726,0.44031206667297507,0.8651673818747473,0.6503092154472347,0.4877373834297415,0.6780869566688843
0.8678183733390137,0.40837218622173943,0.835795832180138,0.11758455102347953,0.2664727196671598,0.24475080379835912
0.8484680808686615,0.5241834146063847,0.25087069861971556,0.7484505985529283,0.8045394173509977,0.436953526542591
0.4482714477874007,0.6415992387566066,0.27193647640099017,0.2504471302311937,0.2886532166158846,0.9267265929181399
0.6852220118963832,0.6419875955714216,0.5038822135851562,0.6054994891227545,0.5815924634048403,0.3034707785391252
0.47161879111366556,0.5173316220648358,0.42339869403147556,0.07456810130436331,0.930578024646584,0.810051457416644
0.8475248450858189,0.6124767612370106,0.89645093500696,0.5133647631055305,0.6301283612899325,0.46617206418263724
0.29604386802173077,0.33355918232478965,0.10032266504639276,0.9807231499654677,0.11928373965424788,0.8081052933217754
0.597446726601389,0.4440516173962741,0.9348122715804903,0.2419401393977818,0.5418933113535885,0.16435783592216502
0.20402273144721095,0.6581343133757357,0.5938691192130707,0.4346513862032768,0.6530481114468426,0.6566588236245214
0.2432601843341431,0.07513484202368537,0.11478643076485673,0.6003107804601538,0.8327479459117251,0.24658257270079864
0.6881581959610779,0.23316578956392475,0.39267726728065544,0.5016851696592894,0.7480561167517488,0.9459697390050362
0.8073330700589892,0.5587022729883168,0.8535279312348187,0.6682733444630781,0.9646675907320985,0.8726364385497883
0.344103351272638,0.8407078814858456,0.7403748416208129,0.04195534908777088,0.7850045112791376,0.9433859602413641
0.07549348689996815,0.0885130933722652,0.7247023418978092,0.30152022038790915,0.013883261183046613,0.34774110028132954
0.49386595704334935,0.49286600866715224,0.30966150095420353,0.8505764515493008,0.921824429564458,0.09874518793919018
0.1315676078292103,0.47603220110801503,0.9367005327616267,0.47412166447746773,0.31649844997119736,0.8759989375920194
0.44603326153134715,0.906472272023666,0.2332595662859006,0.40321852535258074,0.2609186677960058,0.5361171196367028
0.7122304337471927,0.661265938267693,0.6656926461430481,0.7490126083890719,0.722972882499356,0.33135852076757666
0.7026178587410742,0.30858187460450726,0.7616667460263435,0.028154642718464573,0.11983585474417213,0.5187984077104574
0.8278127830440781,0.671277585911474,0.31718830338476434,0.9016380955470366,0.7672119860708733,0.003481156919160844
0.47446429971131443,0.8005444704217298,0.7479386484923071,0.35212383944433323,0.6716201914567028,0.798916069342052
0.2496994911806485,0.7265100485136207,0.3048864422287896,0.17421992251843532,0.4771671885990115,0.5820017571928924
0.7142641993763545,0.8750803435988025,0.8623655454435772,0.3515850066785532,0.6113855791022326,0.917914462962023
0.6681466985776219,0.3183072831582663,0.2761630930141591,0.9410635698114317,0.7131213233069414,0.8869566297624408
0.6800796659413099,0.14425091787753885,0.011560196619932461,0.6841143275504854,0.49559907058260666,0.23779406010621784
0.6932884689340318,0.024758648221088864,0.725825658750122,0.5948296751882856,0.08299945541749765,0.687770711689505
0.8623874932915194,0.09541366922691141,0.013394054685713308,0.47517018068652583,0.5487446059017925,0.648830344865412
0.9319913135317518,0.17252105040382248,0.5348042673587851,0.8385463355130947,0.6251994801636678,0.03002427957231657
0.6860197690562551,0.3915753013771135,0.20759658123003077,0.8207100908611946,0.4774352781412785,0.4897952623044578
0.5102549597062535,0.39569970952410083,0.7687375506161892,0.37071754599481466,0.5256105994806266,0.17984843511064696
0.5106847996794522,0.4625962785502089,0.3792154156193698,0.7644443693576166,0.3407660884739109,0.9994241147653389
0.5318280094617365,0.8897543515440107,0.928636190702071,0.25551881683530897,0.05771195575036958,0.005964693971724722
0.7563267320986132,0.567822782933377,0.8421463826258816,0.4514028291418848,0.12724847840144793,0.06110032693406964
0.08150800543543135,0.4705331032910689,0.03606727118979847,0.8002822265034331,0.09514730112457004,0.8494638427117711
0.021081365919747186,0.22593322246255587,0.5179191216945006,0.6879203419688452,0.5803863292799405,0.4500401569220336
0.054151643320479725,0.9824274387124884,0.8008779033650095,0.6421609423054337,0.13067646441577552,0.28013864713076897
0.29316889194876805,0.6304333762338359,0.4165935636077698,0.11435709916428527,0.8940619689292102,0.689817651911953
0.8611214005182208,0.27692822283314456,0.35517638592015155,0.564652191607433,0.727551539575922,0.8689638402724624
0.4822593357467134,0.8176460663046805,0.9925664421511852,0.7990422689212927,0.9945724370090111,0.8813916079230494
0.8863109048906904,0.23742169622655007,0.36209495978562545,0.7842756822983648,0.7003873896551289,0.45433022500830034
0.6214452356540803,0.2433290684582352,0.0905091428401521,0.15067959163123135,0.8182697017772195,0.5041318505940025
0.09276743271837318,0.31960066586305913,0.22005757218425026,0.6300416964614622,0.9287828291429396,0.06603538850269708
0.11291187444262274,0.81819831391969,0.5015990555546823,0.9393681423852801,0.1637999974872425,0.4111794035342584
0.7713646844397455,0.9010296717747492,0.8357840931943574,0.6982306559784529,0.6986016807380411,0.461524861886341
0.7640758060299268,0.9885453745820626,0.9406540881420538,0.32955460279747895,0.1435838769525638,0.9081506239869629
0.7061613515012024,0.013231497773744771,0.2733690625692323,0.4462143087088569,0.40939055216222653,0.8178849683684115
0.07678670816231348,0.7824603107602415,0.5414773069332338,0.530638158505891,0.5306880191340855,0.3607103789814998
0.6626117780743048,0.9383570226445803,0.4743108852232414,0.8998009655540359,0.9366431897629899,0.36861645762940853
0.48260603991662854,0.5148825660644387,0.6812418998024122,0.3236170871007653,0.0727725547233089,0.6016309343517111
0.7057228808206626,0.6574281094248379,0.8361329998380338,0.6790426002126639,0.28881695734959023,0.45317198326141594
0.4835639298840837,0.9411653872254636,0.1529053432019032,0.7451941050239677,0.7752103536766402,0.055311020273356215
0.8370505342679613,0.8806984390180831,0.2593960555278627,0.004204452581717644,0.42022386123848143,0.18062906237666732
0.05327994371063316,0.27102738435473983,0.16617150513646683,0.07278901654317416,0.03616319622878028,0.7388416484972193
0.74020749752104,0.6436068013637921,0.39132467525569103,0.2649472440786247,0.5429902610268407,0.1585185419344246
0.7502391911806054,0.8452028272997352,0.44594632941974355,0.15356103895488715,0.031267771942873224,0.8334196136305935
0.762667884814529,0.7650334704199895,0.1354988741741444,0.032065057474042646,0.9836093108601279,0.2075313709124802
0.4490785830328766,0.20239900694921764,0.0022523739422513067,0.8923219700743139,0.7289840945908332,0.7475773449927733
0.15909821303212124,0.20988365052191194,0.604369687470291,0.2439333755415698,0.9741868477126919,0.683329462633301
0.8649591063406378,0.6228372587676977,0.8039391960051907,0.2108656182596217,0.29630906316662486,0.16099066848427024
0.6536889886743923,0.5958140774104674,0.9895601670186663,0.4861318102318024,0.08009257938355807,0.2953336774229669
0.18606381711416065,0.15367161751732583,0.5573424076669183,0.7556611700190995,0.9428601004171031,0.7773806963167843
0.9890346520866254,0.8121243478615287,0.29383088413876635,0.6824361570861649,0.49679913250210495,0.9019086978690533
0.48360743242180204,0.7082429234193476,0.597874487045249,0.5787179934585466,0.17508831988131957,0.3009727050882498
0.35871970375766205,0.7781854618532532,0.9353330847245991,0.6211252959454292,0.5544556259098288,0.43577151488962595
0.3725296138899705,0.30344116201053495,0.029399561893963644,0.7761841316818209,0.7815771038741613,0.31155959310641035
0.5145338881660358,0.6299500101715677,0.42105391681652193,0.7229919488472789,0.3143447789410835,0.7634204955598908
0.22150663501861723,0.06093854947520028,0.5928470606521488,0.7303500352361648,0.7202917229640828,0.5248476209974486
0.2647781636685199,0.13809065627355166,0.8560982959714942,0.8263359959197688,0.15306463820040983,0.783720595023534
0.952105922324905,0.48107900248116764,0.6238526794821107,0.8859838976561325,0.3579316863709281,0.04828514509661708
0.6740235439400452,0.7939868698378189,0.9717981514455792,0.965227719144732,0.4501861508540318,0.17817242876779238
0.5747228391861294,0.405979747866011,0.2786283410546798,0.7883301272100272,0.33701602507153305,0.8748893411887516
0.15837969535787755,0.9600578599829902,0.7598612885943212,0.6768472637164619,0.3486203450892751,0.413447890612612
0.4555488822274729,0.5236286151509576,0.44183310583805935,0.598897858795197,0.5286755664324835,0.6761953211263282
0.7035610979018292,0.9706847923147129,0.16766948963541195,0.8233219922883313,0.5639545432775454,0.2540419535398042
0.35402407067137187,0.6134086322532687,0.4189165727942298,0.19541860142227618,0.7661176952580852,0.25963660089344165
0.847755821569766,0.7430162480519357,0.0070297335131350724,0.35395542032986804,0.9174595550390354,0.5296787589375646
0.6555860322118128,0.5840171901781285,0.715036376558064,0.23963012706155806,0.648665108211485,0.18912341292438972
0.9123105675257814,0.8592660597111769,0.8673649259093926,0.07905020339087498,0.1930211573108832,0.48514647397489286
0.09106610123950842,0.5365336741035844,0.6936049853591654,0.20926991990994004,0.8001939284582168,0.2366662550519456
0.2916792063736803,0.6914988243229059,0.45449491831097966,0.801008301028124,0.2944637055169915,0.9343162273226998
0.23383190935971643,0.5454922603104889,0.9275907004496524,0.3605799415215245,0.5161017531039047,0.23364956355610655
0.9616066632314819,0.4459064390377524,0.4046455660111563,0.7535002668185921,0.655286985908391,0.05632047230741466
0.47060052385924256,0.7564462658222321,0.8050808453512329,0.06158187757913025,0.36287999259556836,0.9521488353558045
0.7826336714496349,0.7903292695408576,0.40899535832808787,0.22669653119901123,0.5593892578496211,0.9190880579406171
0.9634786340263471,0.11051428811180863,0.1532203557735129,0.017519655038423787,0.8575661463775789,0.20096231902079253
0.40379323979599735,0.24382557978153685,0.4028755634331568,0.5226581597399842,0.3197074339372348,0.44344235650043473
0.0824817923061435,0.705487087398842,0.009286642114962107,0.4968261190751583,0.8415496208358353,0.892905625924675
0.11880271828972966,0.7740080357180253,0.530461444479661,0.19190416309208813,0.729863839496102,0.2890864616151664
0.3384786775153089,0.9825725611104864,0.04426288043481352,0.8833459516012776,0.6050954510741237,0.585405465811955
0.019778014362643037,0.9365378048621041,0.8211986847943469,0.47698362182409004,0.6617959959401302,0.7012880979770292
0.14767321725289806,0.5306519243355354,0.5026742998084696,0.29068053236955693,0.009631737503760451,0.8549407165585292
0.7666609215037129,0.4066248087430153,0.5337801024515584,0.77027695104689,0.43297350058399553,0.2153041702772941
0.0029195445542973264,0.49828397645370703,0.6462099694774839,0.3678988487596445,0.8970739316591103,0.7483078072380623
0.3231329233671748,0.4322897455924041,0.7373800211938318,0.12884914172632667,0.7614070201328579,0.6921756012422773
0.5142267468588191,0.7254918589796608,0.0927073294203884,0.30163260514772683,0.6346843028379479,0.4606737269372986
0.16391672696249104,0.1457083764428484,0.10033710929657991,0.8385034714294016,0.4976366651552375,0.7998548270118414
0.3451885303338388,0.17597656832808184,0.782487223879107,0.3997425155254193,0.729053704474881,0.7060544928674048
